Campaign name,Ad set name,Ad name,Cost,Reach,Impressions,Link clicks,Post comments,Post reactions,Post Saves,Post shares,Three-second video views,Video watches at 100%,influ,funil,formato
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_MSG_FINALIZE-SEU-CADASTRO_CPM_CA_GEROU-PINCODE_CAROUSEL_FB-IG_PO_AMPLO,GIF__11-15S_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_FINALIZE-SEU-CADASTRO_CPC_CA_GEROU-PINCODE_CAROUSEL_FB-IG_PO_AMPLO,"0,38",16,17,1,,,,,,,0,conversao,video 15s
Lanchonete_sustentacao_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPNE8QLM_Facebook_Video_IG-Reel_CDNA+LaL_concorrentes_SSNT_CPM_-lanchonete-awareness-sustentacao,Video_IG-Reel_-lanchonete-sustentacao-PH_9x16_meta-awareness-CDNA-LaL-concorrentes,"0,36",278,280,,,1,,,82,1,0,awareness,video reels
__-_P_-_A_WSC_BL_-_-_WSC_CONSIDERACAO_21_10.12_31.12__CONSIDERATION_-,-_WSC_FB-IG_BL_-_-_WSC_CONSIDERACAO_CPM_CA_C011_MULTIPLE_PO_PO,PHOTOAD_BATATA-2X_-_QUAD-VERT_VID_-_WSC_FB-IG_BL_-_-_WSC_CONSIDERACAO_CPM_CA_C011_MULTIPLE_PO_PO,"0,36",134,140,3,,,,,,,0,consideracao,estático
-Bola_-bola-br-sem-ne_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPLAXH43_Facebook_Multiple_Mixed_1st-Party+Contextual_as-18a34-br-sem-ne_SSNT_CPM_-bola-awareness,Video_Video_-bola-6-dedao_4x5_meta-awareness-br-sem-ne-first-party,"0,35",30,31,,,,,,3,2,0,awareness,video
_bold-love-pride_Meta_Awareness_Social-Auction_Equity_NA_-alcance,LAMP9DIKYO_Facebook_Video_IG-Reel_CDNA_concorrentes-buyers-switchers_SSNT_CPM_-bold-love,Video_IG-Reel_-pride-maternidadesapatao_9x16_meta-awareness-CDNA,"0,35",177,179,,,,,,22,,1,awareness,video reels
_equity-nacional-trajetorias_Meta_Awareness_Social-Auction_Equity_NA_-alcance,LAMP60JA9W_Facebook_Multiple_Mixed_1st-Party+Retargeting_AS-18a34-BR_SSNT_CPM_-equity-trajetorias,Video_Video_-equity-trajetoria-ale_0x0_meta-awareness-1st-party,"0,35",232,237,,,,,,5,,0,awareness,video
_BNC-Conversao_Meta_Conversion_Social-Auction__NA_-conversao,LAMPIL71H1_Facebook_Multiple_Mixed_Retargeting_BNC-RMKT-fases-anteriores_SSNT_CPA_-conversao,Display_Banner_sua-chance-de-ganhar-awa_0x0_meta-conversao-rmkt-awa,"0,34",101,154,,,,,,,,0,conversao,display
_BNC-consideracao_Meta_Consideration_Social-Auction__NA_-consideracao,PBFLAMP97MKEA_Facebook_Multiple_Mixed_Retargeting_AS-18+RMKT-Awa_SSNT_Clicks_CPC_-consideracao,Video_Mixed_cons-1-mecanica_15s_consideracao-rmkt-fases-anteriores,"0,34",116,123,,,,,,14,4,0,consideracao,video 15s
Lanchonete_sustentacao_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LABPA6V8MP_Facebook_Video_Mixed_CDNA_Buyers_SSNT_Auction_-lanchonete-sustentacao,Video_Mixed_-lanchonete-sustentacao_0x0_meta-awareness-CDNA-compradores-chega,"0,34",255,272,1,,,,,13,2,0,awareness,video
Lanchonete_sustentacao_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPINC1TW_Facebook_Video_IG-Reel_CDNA+LaL_compradores_SSNT_CPM_-lanchonete-awareness-sustentacao,Video_IG-Reel_-lanchonete-sustentacao-PH_9x16_meta-awareness-CDNA-LaL-compradores,"0,34",259,260,,,,,,71,1,0,awareness,video reels
__Consideration_Social_NA_N/A_-,PBFZQ89D3_Facebook_Multiple_Banner_LaL_L004_SSNT_Auction_-,Display_Banner_Batata-2x_1x1,"0,34",0,178,4,,,,,,,0,consideracao,display
_L-_I_SAO-JOAO_A_POST_BL_-_-_POST_NORDESTE_21_8.6_14.6,SAO-JOAO_POST_FB-IG_BL_-_-_POST_NORDESTE_CPM_CA_RMKT-INSTA_MULTIPLE_PO_PO,VIDEO_HERO-GARAJUNINA_16-30S_4:5_VID_SAO-JOAO_POST_FB-IG_BL_-_-_POST_HERO-NORDESTE_CPM_CA_RMKT-INSTA_VIDEO_PO_PO — Cópia,"0,33",62,67,,,23,,,7,,0,consideracao,video 30s
__-_P_O-VERAO-MAIS-HOT_A_CONV_BL_-_-_CONV_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_CONV_CADASTRE_CPC_CA_T032_VIDEO_FB-IG_PO_AMPLO,GIF__11-15S_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_CONV_CADASTRE_CPV_CA_T030_VIDEO_FB-IG_PO_AMPLO,"0,32",50,52,,,,,,8,2,0,conversao,video 15s
PLP_NA_Conversion_Social-Auction__N/A_Conversao,PBFM0SVY2_Facebook_Multiple_Mixed_Retargeting_40-Anos_SSNT_CPM_Brasil,Display_Carousel_Lancheira-Premiada_9x16_Cadastro,"0,32",41,49,,,,,,,,0,conversao,display
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMP3ZSSHY_Facebook_Video_Video_CDNA_AS-18-35_SSNT_CPM_-videoview,Video_Video_lancamento-hero-15s-reels_9x16_meta-videoview,"0,31",61,61,,,2,,,27,12,0,awareness,video 15s
__-_I_SAO-JOAO_A_VID_BL_-_-_VID_HERO-BRASIL-_21_8.6_14.6_BRASIL-NE,SAO-JOAO_VID_FB-IG_BL_-_-_VID_HERO-BRASIL_CPM_CA_RMKT-PAGINA_VIDEO_PO_PO,VIDEO_HERO-GARAJUNINA_16-30S_4:5_VID_SAO-JOAO_VID_FB-IG_BL_-_-_VID_HERO-BRASIL_CPM_CA_RMKT-PAGINA_VIDEO_PO_PO,"0,31",46,47,,,1,,,23,14,0,consideracao,video 30s
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_CA_T032_MULTIPLE_FB-IG_PO_AMPLO,GIF__-_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_CA_T032_MULTIPLE_FB-IG_PO_AMPLO,"0,31",17,17,,,,,,2,1,0,conversao,gif
__Conversion_Social_NA_N/A_WHATS-BOT,PBF59DIAY_Facebook_Multiple_Banner_LaL_L004_SSNT_Auction_-,Display_Image_Amendoim-2x_1x1,"0,31",60,73,,,,,,,,0,conversao,display
_-lancamento_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMP670BBF_Facebook_Video_Video_1st-Party+Contextual_AS-18-35_SSNT_CPM_-awareness,Video_Video_namora-comigo_9x16_15s-meta-awareness,"0,3",146,163,,,,,,9,1,0,awareness,video 15s
Lanchonete_sustentacao_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMP80ZIJH_Facebook_Video_IG-Reel_CDNA_concorrentes_SSNT_CPM_-lanchonete-awareness-sustentacao,Video_IG-Reel_-lanchonete-sustentacao-cheeseburger_9x16_meta-awareness-CDNA-concorrentes,"0,3",248,254,,,,,,2,1,0,awareness,video reels
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_FINALIZE-SEU-CADASTRO_CPC_LAL_PRODUTO-MARCA_CAROUSEL_FB-IG_PO_AMPLO,GIF__11-15S_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_FINALIZE-SEU-CADASTRO_CPC_LAL_PRODUTO-MARCA_CAROUSEL_FB-IG_PO_AMPLO,"0,3",16,16,,,,,,4,1,0,conversao,video 15s
__-_P_APOIA-FUTURO_A_CONV_BL_-_-_CONV_CONVERSÃO_21_1.4_31.5,APOIA-FUTURO_CONV_FB-IG_BL_-_-_CONV_CARROSSEIS_CPM_TG_T006_CAROUSEL_PO_PO_AMPLO,CAROUSEL_CONVERSAO_16-30S_QUAD-VERT_CAR_APOIA-FUTURO_CONV_FB-IG_BL_-_-_CONV_CARROSSEIS_CPM_TG_T006_CAROUSEL_PO_PO_AMPLO,"0,3",41,45,,,,,,,,0,conversao,video 30s
_-lancamento_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMP670BBF_Facebook_Video_Video_1st-Party+Contextual_AS-18-35_SSNT_CPM_-awareness,Video_Video_carro-hero-15s-reels_9x16_meta-awareness,"0,29",117,127,,,,,,8,2,0,awareness,video 15s
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_LAL_T033_MULTIPLE_FB-IG_PO_AMPLO,GIF_KV--B_-_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_LAL_T033_MULTIPLE_FB-IG_PO_AMPLO,"0,29",12,12,,,1,,,2,1,0,conversao,gif
Cade-Minha-Heranca_NA_Conversion_Social-Auction__N/A_Conversão,PBFEHISD1_Facebook_Multiple_Mixed_Interests_MinhaHerancaJulho_SSNT_CPM_Brasil,Display_Carousel_OP1_4x5_0s,"0,29",26,33,,,1,,,,,0,conversao,display
_L-_I_SAO-JOAO_A_VID_BL_-_-_VID_HERO-NORDESTE_21_8.6_14.6,SAO-JOAO_VID_FB-IG_BL_-_-_VID_HERO-NORDESTE_CPM_CA_RMKT-PAGINA_VIDEO_PO_PO,VIDEO_HERO-GARAJUNINA_16-30S_4:5_VID_SAO-JOAO_VID_FB-IG_BL_-_-_VID_HERO-NORDESTE_CPM_CA_RMKT-PAGINA_VIDEO_PO_PO,"0,28",16,23,,,,,,17,13,0,consideracao,video 30s
__-_E-M_FLAMIN-HOT_A_POST_BL_-_-_POST_SUSTENTACAO-BONUS_20_28.12_14.01,FLAMIN-HOT_POST_FB-IG_BL_-_-_POST_KVTODOS_CPV_CA_RMKT_GIF_PO_NF_AMPLO,PHOTOAD_ESTATICO-TODOS_-_QUAD-VERT_VID_FLAMIN-HOT_POST_FB-IG_BL_-_-_POST_KVTODOS_CPV_CA_RMKT_PHOTOAD_PO_NF_AMPLO,"0,28",162,162,,,8,1,,,,0,consideracao,estático
__-_P_LIGA-DOS-SABORES_A_CONV_BL_-_-_CONV_CONVERSAO-PRODUTO_21_6.5_31.5,LIGA-DOS-SABORES_CONV_FB-IG_BL_-_-_CONV_PRODUTOS_CPM_WCA_RMKT-SITE_MULTIPLE_PO_PO — Cópia,MULTIPLE_GRANDE-PREMIO_-_QUAD-VERT_PPL_LIGA-DOS-SABORES_CONV_FB-IG_BL_-_-_CONV_PRODUTOS_CPM_WCA_RMKT-SITE_MULTIPLE_PO_PO,"0,27",19,30,,,,,,,,0,conversao,múltiplo
__Consideration_Social_NA_N/A_-,PBFH7Q2LJ_Facebook_Multiple_Banner_1st-Party+Retargeting_SF-PIX_SSNT_Auction_-,Display_Banner_Amendoim-e-Batata-2x_1x1,"0,27",0,144,2,,,,,,,0,consideracao,display
__Consideration_Social_NA_N/A_-,PBFH7Q2LJ_Facebook_Multiple_Banner_1st-Party+Retargeting_SF-PIX_SSNT_Auction_-,Display_Banner_Batata-2x_1x1,"0,27",0,140,3,,2,,,,,0,consideracao,display
__-_P_O-VERAO-MAIS-HOT_A_CONV_BL_-_-_CONV_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_CONV_CADASTRE_CPC_LAL_T033_VIDEO_FB-IG_PO_AMPLO,GIF__11-15S_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_CONV_CADASTRE_CPV_CA_T030_VIDEO_FB-IG_PO_AMPLO,"0,25",164,168,,,,,,8,4,0,conversao,video 15s
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_LAL_T033_MULTIPLE_FB-IG_PO_AMPLO,GIF__-_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_LAL_T033_MULTIPLE_FB-IG_PO_AMPLO,"0,25",13,13,,,,,,2,,0,conversao,gif
__-_P_PAC-MAN_A_WSC_BL_-_-_WSC_CONSIDERAÇÃO_20_19.1_15.11,PAC-MAN_WSC_FB-IG_BL_-_-_WSC_PORTFOLIO_CPM_TG_T010_STORIES_FB-IG_ST,STORIES_PORTFOLIO_4-6S_QUAD-VERT_VID_PAC-MAN_WSC_FB-IG_BL_-_-_WSC_PORTFOLIO_CPM_TG_T010_STORIES_FB-IG_ST,"0,25",714,723,4,,,,,40,19,0,consideracao,video 6s
-_Conversao_Conversion_Social-Auction__N/A_First-Party-Data,PBFIRDV43_Facebook_Multiple_Mixed_1st-Party+Contextual_SF-Nuts_SSNT_CPA_Conversao,Display_Banner_KV-Master_4x5_Estatico,"0,25",19,20,,,1,,,,,0,conversao,display
-_Conversao_Conversion_Social-Auction__N/A_First-Party-Data,PBFWE8LA3_Facebook_Multiple_Mixed_1st-Party+Contextual_SF-_SSNT_CPA_Conversao,Display_Banner_KV-Master_4x5_Estatico,"0,25",17,18,,,,,,,,0,conversao,display
_BNC-Conversao_Meta_Conversion_Social-Auction__NA_-conversao,LAMPIL71H1_Facebook_Multiple_Mixed_Retargeting_BNC-RMKT-fases-anteriores_SSNT_CPA_-conversao,Video_Video_sua-chance-de-ganhar-awa_0x0_meta-conversao-rmkt-awa,"0,24",43,89,,,,,,5,3,0,conversao,video
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_FINALIZE-SEU-CADASTRO_CPC_LAL_PRODUTO-MARCA_CAROUSEL_FB-IG_PO_AMPLO,GIF__11-15S_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_FINALIZE-SEU-CADASTRO_CPC_LAL_PRODUTO-MARCA_CAROUSEL_FB-IG_PO_AMPLO,"0,24",13,13,,,,,,,,0,conversao,video 15s
Lanchonete_sustentacao_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMP80ZIJH_Facebook_Video_IG-Reel_CDNA_concorrentes_SSNT_CPM_-lanchonete-awareness-sustentacao,Video_IG-Reel_-lanchonete-sustentacao-PH_9x16_meta-awareness-CDNA-concorrentes,"0,21",177,180,,,,,,35,,0,awareness,video reels
Lanchonete_sustentacao_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMP80ZIJH_Facebook_Video_IG-Reel_CDNA_concorrentes_SSNT_CPM_-lanchonete-awareness-sustentacao,Video_IG-Reel_-lanchonete-sustentacao-igao_9x16_meta-awareness-CDNA-concorrentes,"0,21",176,177,,,1,,,16,,0,awareness,video reels
_Poddynho_Meta_Awareness_Social-Auction_Reach_NA_-awareness,PBFP7I5467_Facebook_Multiple_Mixed_Retargeting_1PD-Poddynho_SSNT_Reach_-awareness,Video_Mixed_xan-ravelli_0x0_-poddynho-awareness-1PD,"0,21",94,99,,,,,,3,,0,awareness,video
__-_P_LIGA-DOS-SABORES_A_WSC_BL_-_-_WSC_QUARTAS-DE-FINAL_21_9.4_14.5_SUSTENTACAO,LIGA-DOS-SABORES_WSC_FB-IG_BL_-_-_WSC_QUARTAS-DE-FINAL_CPC_TG_T0002_STORIES_PO_PO_AMPLO,STORIES_MAU-QUARTAS_11-15S_4:5_VID_LIGA-DOS-SABORES_WSC_FB-IG_BL_-_-_WSC_QUARTAS-DE-FINAL_CPC_TG_T0002_STORIES_PO_PO_AMPLO,"0,21",63,63,,,,,,5,1,0,consideracao,video 15s
_-consideration_NA_Consideration_Social-Auction_Equity_NA_-consideration-graspfail,LAMP53S4WN_Facebook_Multiple_Mixed_Interests_1stParty+Contextual_SSNT_CPC_-consideration-graspfail,Video_Video_namora-comigo_15s_0x0-meta-consideration,"0,2",37,58,,,,,,3,,0,consideracao,video 15s
_-lancamento_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMP670BBF_Facebook_Video_Video_1st-Party+Contextual_AS-18-35_SSNT_CPM_-awareness,Video_Video_lancamento-hero-15s-reels_9x16_meta-awareness,"0,2",104,118,,,,,,8,3,0,awareness,video 15s
_equity-nacional_Meta_Awareness_Social-Auction_Equity_NA_-alcance-agosto,LAMPW41TU5_Facebook_Video_Mixed_1st-Party+Retargeting_AS-18-34+-BR_SSNT_CPM_-equity,Video_Video_-equity-pilula-jao_20s_meta-awareness-1st-party-nao-ativar,"0,2",126,130,,,,,,5,3,0,awareness,video
_Farm-2-Pack-Sustentacao_Meta_Awareness_Social-Auction_Equity_NA_-alcance,PBFSXWFK85_Meta_Video_Multiple_1st-Party+Retargeting_AS-25a34--farm-2-pack-BR_SSNT_Reach_-farm-2-pack-creators-alcance,Video_Mixed_-f2p-creator-caio-time-qualidade_9x16_meta-awareness-1st-party,"0,2",173,180,,,,,,6,,1,awareness,video
Lanchonete_cupom-influs_Meta_Consideration_Social-Auction__NA_-trafego,LAMPBCMHQ4_Facebook_Display_Image_CDNA+LaL_compradores_SSNT_CPM_-lanchonete,Display_Mixed_-lanchonete_0x0_meta-trafego-CDNA+LAL-compradores,"0,19",74,90,2,,,,,,,1,consideracao,display
__-_P_APOIA-FUTURO_A_CONV_BL_-_-_CONV_CONVERSÃO_21_1.4_31.5,APOIA-FUTURO_CONV_FB-IG_BL_-_-_CONV_ESTATICO_CPM_TG_T006_PHOTOAD_PO_PO_AMPLO,VIDEO_URGENCIA_11-15S_QUAD-VERT_VID_APOIA-FUTURO_CONV_FB-IG_BL_-_-_CONV_ESTATICO_CPM_TG_T006_VIDEO_PO_PO,"0,19",31,40,1,,,,,8,6,0,conversao,video 15s
Lanchonete_sustentacao_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPW2FK76_Facebook_Video_IG-Reel_CDNA_compradores_SSNT_CPM_-lanchonete-awareness-sustentacao,Video_IG-Reel_-lanchonete-sustentacao-tekamafra_9x16_meta-awareness-CDNA-compradores,"0,18",182,182,,,,,,13,1,0,awareness,video reels
_Poddynho_Meta_Awareness_Social-Auction_Reach_NA_-awareness,PBFP7I5467_Facebook_Multiple_Mixed_Retargeting_1PD-Poddynho_SSNT_Reach_-awareness,Video_Mixed_tadeu-franca_0x0_-poddynho-awareness-1PD,"0,18",100,107,,,,,,2,,0,awareness,video
__-_I_SAO-JOAO_A_POST_BL_-_-_POST_BRASIL-_21_8.6_14.6_BRASIL-NE,SAO-JOAO_POST_FB-IG_BL_-_-_POST_BRASIL_CPM_CA_RMKT-INSTA_MULTIPLE_PO_PO,VIDEO_HERO-GARAJUNINA_16-30S_4:5_VID_SAO-JOAO_POST_FB-IG_BL_-_-_POST_BRASIL_CPM_CA_RMKT-INSTA_VIDEO_PO_PO,"0,16",51,51,,,13,,,8,,0,consideracao,video 30s
__-_P_LIGA-DOS-SABORES_A_CONV_BL_-_-_CONV_CONVERSAO-PRODUTO_21_6.5_31.5,LIGA-DOS-SABORES_CONV_FB-IG_BL_-_-_CONV_PRODUTOS_CPM_WCA_USUARIOS-CADASTRADOS_MULTIPLE_PO_PO — Cópia,CAROUSEL_RIBS_-_1X1_CAR_LIGA-DOS-SABORES_CONV_FB-IG_BL_-_-_CONV_PRODUTOS_CPM_WCA_USUARIOS-CADASTRADOS_MULTIPLE_PO_PO,"0,16",41,83,,,,,,,,0,conversao,carrosel
__-_P_O-VERAO-MAIS-HOT_A_CONV_BL_-_-_CONV_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_CONV_CADASTRE_CPV_LAL_T030_VIDEO_FB-IG_PO_AMPLO,GIF__11-15S_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_CONV_CADASTRE_CPV_LAL_T030_VIDEO_FB-IG_PO_AMPLO,"0,15",33,33,,,,,,4,1,0,conversao,video 15s
-_Conversao_Conversion_Social-Auction__N/A_First-Party-Data,PBFNKXQP2_Facebook_Multiple_Mixed_1st-Party+Contextual_SF-_SSNT_CPA_Conversao,Display_Banner_KV-Master_4x5_Estatico,"0,15",10,11,,,,,,,,0,conversao,display
-Bola_-bola-br-sem-ne_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPLAXH43_Facebook_Multiple_Mixed_1st-Party+Contextual_as-18a34-br-sem-ne_SSNT_CPM_-bola-awareness,Video_Video_-bola-6-_4x5_meta-awareness-br-sem-ne-first-party,"0,14",11,12,,,,,,1,,0,awareness,video
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_CA_T032_MULTIPLE_FB-IG_PO_AMPLO,GIF_KV--B_-_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_CA_T032_MULTIPLE_FB-IG_PO_AMPLO,"0,14",11,11,,,,,,,,0,conversao,gif
__-_P_PAC-MAN_A_WSC_BL_-_-_WSC_CONSIDERAÇÃO_20_19.1_15.11,PAC-MAN_WSC_FB-IG_BL_-_-_WSC_PORTFOLIO_CPM_TG_T012_STORIES_FB-IG_ST,STORIES_PORTFOLIO_4-6S_QUAD-VERT_VID_PAC-MAN_WSC_FB-IG_BL_-_-_WSC_PORTFOLIO_CPM_TG_T012_STORIES_FB-IG_ST,"0,14",244,251,,,,,,13,9,0,consideracao,video 6s
__-_P_-_A_WSC_BL_-_-_WSC_CONSIDERACAO_21_10.12_31.12__CONSIDERATION_-,-_WSC_FB-IG_BL_-_-_WSC_CONSIDERACAO_CPM_CA_C012_MULTIPLE_PO_PO,PHOTOAD_AMENDOIM-E-BATATA-2X_-_QUAD-VERT_VID_-_WSC_FB-IG_BL_-_-_WSC_CONSIDERACAO_CPM_CA_C012_MULTIPLE_PO_PO,"0,14",22,26,1,,,,,,,0,consideracao,estático
_-lancamento_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMP670BBF_Facebook_Video_Video_1st-Party+Contextual_AS-18-35_SSNT_CPM_-awareness,Video_Video_namora-comigo-parceria_9x16_15s-meta-awareness,"0,13",67,76,,,,,,6,4,0,awareness,video 15s
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMP10DAH9_Facebook_Video_Video_Retargeting+LAL_AS-18-35_SSNT_CPV_-videoview,Video_Video_autografo_15s_0x0-meta-videoview,"0,13",116,138,,,1,,,27,15,0,awareness,video 15s
_equity-nacional-trajetorias_Meta_Awareness_Social-Auction_Equity_NA_-alcance,LAMP60JA9W_Facebook_Multiple_Mixed_1st-Party+Retargeting_AS-18a34-BR_SSNT_CPM_-equity-trajetorias,Video_Mixed_-equity-corte-3-luau-15s_0x0_meta-awareness-1st-party,"0,13",94,95,,,,,,6,,0,awareness,video 15s
_bold-love-pride_Meta_Awareness_Social-Auction_Equity_NA_-alcance,LAMPPUW9YA_Facebook_Multiple_Stories_CDNA_concorrentes-buyers-switchers_SSNT_CPM_-bold-love,Video_Stories_-pride-dragbox_9x16_meta-awareness-CDNA,"0,12",93,93,,,,,,4,,0,awareness,video stories
_-bnc-influs-teste-a-b_Meta_Consideration_Social-Auction_Auction_NA_-videoview,PBFKPA56RH_Meta_Video_Video_Interests_as-18+-interesses-impulsionamentos_SSNT_Auction_-bnc-videoview-teste-a-b,Video_Reels_influ-igão-impulsionado_9x16_-bnc-videoview-interesses-teste-a-b,"0,12",127,129,,,2,,,53,4,1,consideracao,video reels
_Poddynho_Meta_Awareness_Social-Auction_Reach_NA_-awareness,PBFP7I5467_Facebook_Multiple_Mixed_Retargeting_1PD-Poddynho_SSNT_Reach_-awareness,Video_Mixed_isa-black-woman-30s_0x0_-poddynho-awareness-1PD,"0,12",72,79,,,,,,6,,0,awareness,video 30s
__-_I_SAO-JOAO_A_POST_BL_-_-_POST_BRASIL-_21_8.6_14.6_BRASIL-NE,SAO-JOAO_POST_IG_BL_-_-_POST_-PRODUTO-BRASIL_CPM_CA_RMKT-VIDEOS_VIDEO_PO_PO,VIDEO_PRODUTO-MILHO_11-15S_-_VID_SAO-JOAO_POST_IG_BL_-_-_POST_-PRODUTO-BRASIL_CPM_CA_RMKT-VIDEOS_VIDEO_PO_PO,"0,12",82,86,,,14,,,8,2,0,consideracao,video 15s
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMP3ZSSHY_Facebook_Video_Video_CDNA_AS-18-35_SSNT_CPM_-videoview,Video_Video_autografo_6s_0x0-meta-videoview,"0,11",42,43,,,,,,20,10,0,awareness,video 6s
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_LAL_T033_MULTIPLE_FB-IG_PO_AMPLO,GIF__-_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_MENSAGEM_CPC_LAL_T033_MULTIPLE_FB-IG_PO_AMPLO,"0,11",10,10,,,,,,4,1,0,conversao,gif
__Consideration_Social_NA_N/A_-,PBFH7Q2LJ_Facebook_Multiple_Banner_1st-Party+Retargeting_SF-PIX_SSNT_Auction_-,Display_Banner_Amendoim-2x_1x1,"0,11",0,97,3,,,,,,,0,consideracao,display
_-videoview_Meta_Awareness_Social-Auction_Equity_NA_-videoview,LAMP3ZSSHY_Facebook_Video_Video_CDNA_AS-18-35_SSNT_CPM_-videoview,Video_Video_passinho_15s_0x0-meta-videoview,"0,1",32,32,,,,,,12,6,0,awareness,video 15s
_bold-love-pride_Meta_Awareness_Social-Auction_Equity_NA_-alcance,LAMP9DIKYO_Facebook_Video_IG-Reel_CDNA_concorrentes-buyers-switchers_SSNT_CPM_-bold-love,Video_IG-Reel_-pride-stefan_9x16_meta-awareness-CDNA,"0,1",76,78,,,,,,10,,0,awareness,video reels
Lanchonete_sustentacao_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPW2FK76_Facebook_Video_IG-Reel_CDNA_compradores_SSNT_CPM_-lanchonete-awareness-sustentacao,Video_IG-Reel_-lanchonete-sustentacao-PH_9x16_meta-awareness-CDNA-compradores,"0,1",98,99,,,,,1,18,,0,awareness,video reels
Lanchonete_sustentacao_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPW2FK76_Facebook_Video_IG-Reel_CDNA_compradores_SSNT_CPM_-lanchonete-awareness-sustentacao,Video_IG-Reel_-lanchonete-sustentacao-igao_9x16_meta-awareness-CDNA-compradores,"0,1",95,95,,,,,,5,,0,awareness,video reels
_equity-nacional-trajetorias_Meta_Awareness_Social-Auction_Equity_NA_-alcance,LAMP60JA9W_Facebook_Multiple_Mixed_1st-Party+Retargeting_AS-18a34-BR_SSNT_CPM_-equity-trajetorias,Video_Mixed_-equity-corte-2-POV-15s_0x0_meta-awareness-1st-party,"0,09",80,82,,,,,,2,,0,awareness,video 15s
