Cost,Impressions,Link clicks,Comments,Reactions,Saves,Shares,Three-second video views,Video watches at 100%,influ,funnel,format,channel
13000,10915678,12617,,,,141,611338,244834,1,awareness,stories,meta
13000,2322375,44032,,9456,119,160,816506,97088,1,awareness,video 60s,meta
12998.39,7276679,3422,,,,17,142069,39800,0,awareness,gif,meta
12997.28,2653144,6138,,1660,37,36,243801,39131,0,awareness,video 6s,meta
12996.03,1123371,8973,,335,16,31,624543,463323,0,consideracao,video 10s,meta
12987.26,2757396,53749,,1516,15,30,398717,105996,0,awareness,video,meta
12984.57,4200388,3581,,2728,112,21,351700,42778,0,awareness,display,meta
12972.32,3546354,14054,31,3964,,20,430567,20960,0,awareness,video,tiktok
12944.23,6236706,5303,,913,16,222,211042,100872,0,awareness,video,meta
12931.14,6073524,27277,4378,57,,28,4683865,56837,1,consideracao,texto,twitter
12922.56,8043201,40894,,1556,29,92,,,0,awareness,display,meta
12913.1,1312340,5423,,1047,46,67,,,0,conversao,display,meta
12901.87,3480562,17830,,465,29,27,876644,87221,0,consideracao,video 15s,meta
12864.35,6948777,55097,,,,,167042,49461,0,awareness,display,youtube
12853.61,6411287,15141,459,128988,276,4240,1498907,281142,1,awareness,video 30s,meta
12851.88,3807885,7567,865,168622,,26654,1635350,543228,1,consideracao,reels,meta
12848.2,7969234,2786,,689,1,23,313394,36933,0,awareness,stories,meta
12833.48,4660749,2002,,7162,,216,303734,26007,0,awareness,video 15s,meta
12818.53,6954061,8996,,963,21,22,283684,18919,0,awareness,video 30s,meta
12807.51,8023152,4513,,2189,19,38,238660,68618,0,awareness,video 10s,meta
12806.96,5186315,15213,,1192,2,77,200272,22475,0,consideracao,display,meta
12805.69,1055965,10766,,6321,360,195,132819,20581,0,awareness,gif,meta
12801.7,6211108,25985,31,8798,,39,1412999,34153,1,awareness,video,tiktok
12779.29,2278179,5458,,2913,26,15,474808,350716,0,awareness,video 6s,meta
12767.86,4022814,15376,378,1,,4,3311793,397768,0,awareness,video,twitter
12764.76,5725966,11730,,1236,57,74,194299,89543,0,conversao,video 6s,meta
12751.9,1961090,15201,,2475,118,143,145552,22876,1,awareness,gif,meta
12739.44,12041835,12194,,318,5,24,379901,193803,0,awareness,video 6s,meta
12722.75,724026,4515,,625,87,96,,,0,conversao,estatico,meta
12715.92,2640644,16298,,1301,183,458,,,0,conversao,carrossel,meta
12714.81,5622908,20689,,3288,143,133,331866,116296,0,awareness,gif,meta
12708.35,2097445,3975,,,,,0,0,0,consideracao,bumper,youtube
12701.77,9426159,10618,,11453,,840,608491,50324,0,awareness,video reels,meta
12685.57,5059276,15598,1199,10,,2,,,0,awareness,display,twitter
12677.67,2224623,16842,,5084,146,204,839,531,0,conversao,display,meta
12649.21,5046345,11134,,7107,59,2123,1071992,13468,0,awareness,video 30s,meta
12637.26,5803247,26679,2999,35,,8,4419085,103494,1,consideracao,texto,twitter
12624.78,625292,7478,,1846,86,99,,,0,awareness,estatico,meta
12620.93,1381557,7341,,1852,81,71,,,0,conversao,display,meta
12601.17,1843500,2689,,967,63,100,110629,26977,0,awareness,video,meta
12579.93,11908880,12005,,1142,37,45,,,0,awareness,display,meta
12578.83,8337135,13812,,4614,84,144,350525,69582,0,awareness,gif,tiktok
12574.45,23110976,24003,,17132,,155,886644,520994,0,awareness,video 6s,meta
12573.85,4113362,17218,664,9,,8,,,0,awareness,display,twitter
12560.31,4433708,9268,,14735,219,142,625846,213258,0,awareness,gif,meta
12543.97,4223067,18576,55,11869,,49,950672,14503,1,awareness,video,tiktok
12541.34,5784774,8903,,1351,22,6,250727,134725,0,awareness,display,meta
12515.25,4356327,5849,,3518,92,325,415253,179420,0,awareness,video,meta
12514.97,3267792,5816,,,,,1331559,542078,0,consideracao,video 15s,youtube
12506.71,8127313,10824,89,996,56,638,,,0,awareness,display,meta
12506.19,828202,1281,,,,,359651,155873,0,awareness,video 30s,youtube
12500.24,17044316,21649,,11443,33,205,574351,213865,0,awareness,display,meta
12472.38,5086700,10432,,1622,171,61,247970,35335,0,awareness,video 15s,meta
12438.81,4846883,5941,,522,12,7,172442,104992,0,awareness,display,meta
12420.31,3220456,18330,19,8561,,27,790376,14478,0,awareness,video,tiktok
12413.57,8807561,25319,,3,,4,8230500,94029,0,awareness,video 30s,twitter
12405.96,1808817,1137,,,,,711457,262172,0,consideracao,video,youtube
12386.67,11345697,117082,,,,,340365,296118,0,awareness,video,youtube
12382.79,1633210,9249,,,,,803941,389268,0,awareness,video,youtube
12359.4,3511596,16237,,585,32,22,803139,80927,0,consideracao,video 15s,meta
12357.86,10234155,18457,44,26278,539,398,1339608,670455,1,awareness,video 6s,tiktok
12347.89,5333788,26849,816,11,,14,,,0,awareness,display,twitter
12342.9,13597109,27475,,16312,173,34,707048,39042,0,awareness,video 25s,meta
12335.26,9534827,19201,,40752,1723,2414,,,0,awareness,display,meta
12321.07,3996465,7204,,1661,27,11,184583,103590,0,awareness,display,meta
12316.04,3755208,6489,771,22,,8,3192270,46273,0,awareness,video,twitter
12305.2,4124689,47636,44,39350,,45,1368089,12626,1,awareness,video,tiktok
12299.68,8132325,6054,,565,34,203,282425,66402,0,awareness,video,meta
12299.63,2305590,13948,9,7850,,11,504134,6134,1,awareness,video,tiktok
12297.29,5065070,22846,781,6,,6,4364198,237925,0,awareness,display,twitter
12282.42,1552542,1357,,,,61,54665,13442,0,awareness,stories,meta
12281.76,2405790,6016,,3993,90,146,365616,9793,0,consideracao,video 30s,meta
12277.51,1515909,9646,,1652,160,116,,,0,conversao,display,meta
12268.43,2301101,10796,25,5073,,23,435061,7070,1,awareness,video,tiktok
12261.49,4227891,32209,,948,7,18,,,0,conversao,display,meta
12257.96,2297527,11823,34,6176,,11,404230,6751,1,awareness,video,tiktok
12255.18,3988248,16842,648,5,,6,,,0,awareness,display,twitter
12254.23,4116661,19226,24,2900,,30,296182,39766,0,conversao,video 10s,tiktok
12248.62,2297274,14982,25,9023,,13,480705,6630,1,awareness,video,tiktok
12245.64,1344778,11749,,2264,101,135,,,0,conversao,display,meta
12244.28,2295267,12841,11,7167,,15,505675,25581,1,awareness,video,tiktok
12243.91,2295171,16392,16,10441,,13,572450,27532,1,awareness,video,tiktok
12243.76,2296973,13852,12,7637,,13,398657,5815,1,awareness,video,tiktok
12238.45,4812935,8357,160,14813,98,4167,774672,25061,0,awareness,video 30s,meta
12237.8,2295196,11398,27,6100,,12,542754,7250,1,awareness,video,tiktok
